goal_id,employee_id,goal_type,goal_category,goal_description,target_period,set_date,target_completion_date,progress_percentage,status,final_achievement_rate,manager_id
GOAL00180,TL002,OKR,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2022 Q2,2022-04-04,2022-07-03,92,완료,92.0,DIV001
GOAL00181,TL002,MBO,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2022 Q2,2022-04-04,2022-07-03,85,완료,85.0,DIV001
GOAL00182,TL002,MBO,역량 개발,데이터 분석 역량 강화 교육 이수,2022 Q2,2022-04-04,2022-07-03,85,완료,85.0,DIV001
GOAL00183,TL002,KPI,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2022 Q2,2022-04-04,2022-07-03,99,완료,99.0,DIV001
GOAL00184,TL002,OKR,프로젝트 완수,프로젝트 목표 품질 기준 97% 달성,2022 Q3,2022-07-03,2022-10-01,73,부분 달성,,DIV001
GOAL00185,TL002,OKR,업무 성과,품질 23% 향상,2022 Q3,2022-07-03,2022-10-01,86,완료,86.0,DIV001
GOAL00186,TL002,OKR,프로세스 개선,업무 프로세스 효율성 33% 개선,2022 Q3,2022-07-03,2022-10-01,74,부분 달성,,DIV001
GOAL00187,TL002,OKR,역량 개발,리더십 역량 강화 교육 이수,2022 Q3,2022-07-03,2022-10-01,81,완료,81.0,DIV001
GOAL00188,TL002,MBO,프로젝트 완수,개선 프로젝트 일정 내 완수,2022 Q4,2022-10-02,2022-12-31,85,완료,85.0,DIV001
GOAL00189,TL002,KPI,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2022 Q4,2022-10-02,2022-12-31,100,완료,100.0,DIV001
GOAL00190,TL002,MBO,프로세스 개선,반복 업무 자동화로 시간 49% 절감,2022 Q4,2022-10-02,2022-12-31,91,완료,91.0,DIV001
GOAL00191,TL002,OKR,프로젝트 완수,프로젝트 목표 품질 기준 98% 달성,2022 Q4,2022-10-02,2022-12-31,77,부분 달성,,DIV001
GOAL00192,TL002,MBO,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2023 Q1,2023-01-03,2023-04-03,72,부분 달성,,DIV001
GOAL00193,TL002,KPI,역량 개발,리더십 역량 강화 교육 이수,2023 Q1,2023-01-03,2023-04-03,97,완료,97.0,DIV001
GOAL00194,TL002,OKR,업무 성과,핵심 업무 지표 목표치 92% 달성,2023 Q2,2023-04-05,2023-07-04,83,완료,83.0,DIV001
GOAL00195,TL002,OKR,프로젝트 완수,개선 프로젝트 일정 내 완수,2023 Q2,2023-04-05,2023-07-04,95,완료,95.0,DIV001
GOAL00196,TL002,MBO,업무 성과,매출 17% 향상,2023 Q3,2023-07-06,2023-10-04,94,완료,94.0,DIV001
GOAL00197,TL002,MBO,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2023 Q3,2023-07-06,2023-10-04,99,완료,99.0,DIV001
GOAL00198,TL002,KPI,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2023 Q3,2023-07-06,2023-10-04,88,완료,88.0,DIV001
GOAL00199,TL002,MBO,업무 성과,핵심 업무 지표 목표치 91% 달성,2023 Q3,2023-07-06,2023-10-04,85,완료,85.0,DIV001
GOAL00200,TL002,KPI,혁신 과제,신규 아이디어 제안 및 실행 2건,2023 Q4,2023-10-03,2024-01-01,79,부분 달성,,DIV001
GOAL00201,TL002,OKR,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2023 Q4,2023-10-03,2024-01-01,83,완료,83.0,DIV001
GOAL00202,TL002,MBO,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2024 Q1,2024-01-01,2024-03-31,100,완료,100.0,DIV001
GOAL00203,TL002,MBO,프로젝트 완수,구축 프로젝트 일정 내 완수,2024 Q1,2024-01-01,2024-03-31,81,완료,81.0,DIV001
GOAL00204,TL002,MBO,프로세스 개선,반복 업무 자동화로 시간 41% 절감,2024 Q2,2024-04-07,2024-07-06,96,완료,96.0,DIV001
GOAL00205,TL002,OKR,프로세스 개선,업무 프로세스 효율성 17% 개선,2024 Q2,2024-04-07,2024-07-06,77,부분 달성,,DIV001
GOAL00206,TL002,OKR,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2024 Q2,2024-04-07,2024-07-06,99,완료,99.0,DIV001
GOAL00207,TL002,MBO,협업 강화,크로스 팀 협업 프로젝트 3건 이상 참여,2024 Q3,2024-07-04,2024-10-02,82,완료,82.0,DIV001
GOAL00208,TL002,OKR,협업 강화,크로스 팀 협업 프로젝트 4건 이상 참여,2024 Q3,2024-07-04,2024-10-02,95,완료,95.0,DIV001
GOAL00209,TL002,KPI,업무 성과,핵심 업무 지표 목표치 98% 달성,2024 Q3,2024-07-04,2024-10-02,70,부분 달성,,DIV001
GOAL00210,TL002,MBO,혁신 과제,신규 아이디어 제안 및 실행 3건,2024 Q4,2024-10-02,2024-12-31,70,부분 달성,,DIV001
GOAL00211,TL002,MBO,프로젝트 완수,프로젝트 목표 품질 기준 91% 달성,2024 Q4,2024-10-02,2024-12-31,75,부분 달성,,DIV001
GOAL00212,TL002,OKR,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2024 Q4,2024-10-02,2024-12-31,89,완료,89.0,DIV001
GOAL00213,TL002,OKR,혁신 과제,신규 아이디어 제안 및 실행 1건,2024 Q4,2024-10-02,2024-12-31,100,완료,100.0,DIV001
GOAL00214,TL003,KPI,프로세스 개선,업무 프로세스 효율성 29% 개선,2022 Q1,2022-01-01,2022-04-01,93,완료,93.0,DIV002
GOAL00215,TL003,MBO,프로세스 개선,업무 프로세스 효율성 34% 개선,2022 Q1,2022-01-01,2022-04-01,81,완료,81.0,DIV002
GOAL00216,TL003,KPI,혁신 과제,신규 아이디어 제안 및 실행 3건,2022 Q1,2022-01-01,2022-04-01,92,완료,92.0,DIV002
GOAL00217,TL003,MBO,프로세스 개선,반복 업무 자동화로 시간 24% 절감,2022 Q1,2022-01-01,2022-04-01,72,부분 달성,,DIV002
GOAL00218,TL003,KPI,업무 성과,핵심 업무 지표 목표치 116% 달성,2022 Q2,2022-04-04,2022-07-03,73,부분 달성,,DIV002
GOAL00219,TL003,OKR,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2022 Q2,2022-04-04,2022-07-03,84,완료,84.0,DIV002
GOAL00220,TL003,OKR,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2022 Q3,2022-07-02,2022-09-30,72,부분 달성,,DIV002
GOAL00221,TL003,OKR,프로세스 개선,반복 업무 자동화로 시간 26% 절감,2022 Q3,2022-07-02,2022-09-30,89,완료,89.0,DIV002
GOAL00222,TL003,OKR,프로세스 개선,업무 프로세스 효율성 22% 개선,2022 Q3,2022-07-02,2022-09-30,83,완료,83.0,DIV002
GOAL00223,TL003,KPI,역량 개발,리더십 역량 강화 교육 이수,2022 Q4,2022-10-01,2022-12-30,84,완료,84.0,DIV002
GOAL00224,TL003,OKR,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2022 Q4,2022-10-01,2022-12-30,85,완료,85.0,DIV002
GOAL00225,TL003,MBO,프로세스 개선,반복 업무 자동화로 시간 21% 절감,2022 Q4,2022-10-01,2022-12-30,99,완료,99.0,DIV002
GOAL00226,TL003,MBO,프로세스 개선,반복 업무 자동화로 시간 47% 절감,2023 Q1,2023-01-04,2023-04-04,99,완료,99.0,DIV002
GOAL00227,TL003,OKR,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2023 Q1,2023-01-04,2023-04-04,70,부분 달성,,DIV002
GOAL00228,TL003,MBO,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2023 Q1,2023-01-04,2023-04-04,81,완료,81.0,DIV002
GOAL00229,TL003,KPI,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2023 Q2,2023-04-01,2023-06-30,73,부분 달성,,DIV002
GOAL00230,TL003,OKR,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2023 Q2,2023-04-01,2023-06-30,71,부분 달성,,DIV002
GOAL00231,TL003,OKR,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2023 Q2,2023-04-01,2023-06-30,93,완료,93.0,DIV002
GOAL00232,TL003,OKR,역량 개발,AI/ML 역량 강화 교육 이수,2023 Q2,2023-04-01,2023-06-30,81,완료,81.0,DIV002
GOAL00233,TL003,KPI,업무 성과,생산성 25% 향상,2023 Q3,2023-07-03,2023-10-01,81,완료,81.0,DIV002
GOAL00234,TL003,MBO,협업 강화,크로스 팀 협업 프로젝트 5건 이상 참여,2023 Q3,2023-07-03,2023-10-01,74,부분 달성,,DIV002
GOAL00235,TL003,OKR,프로젝트 완수,개선 프로젝트 일정 내 완수,2023 Q3,2023-07-03,2023-10-01,85,완료,85.0,DIV002
GOAL00236,TL003,MBO,프로세스 개선,업무 프로세스 효율성 16% 개선,2023 Q3,2023-07-03,2023-10-01,96,완료,96.0,DIV002
GOAL00237,TL003,KPI,업무 성과,핵심 업무 지표 목표치 103% 달성,2023 Q4,2023-10-05,2024-01-03,74,부분 달성,,DIV002
GOAL00238,TL003,KPI,업무 성과,핵심 업무 지표 목표치 93% 달성,2023 Q4,2023-10-05,2024-01-03,86,완료,86.0,DIV002
GOAL00239,TL003,OKR,혁신 과제,신규 아이디어 제안 및 실행 2건,2023 Q4,2023-10-05,2024-01-03,96,완료,96.0,DIV002
GOAL00240,TL003,MBO,역량 개발,데이터 분석 역량 강화 교육 이수,2024 Q1,2024-01-04,2024-04-03,96,완료,96.0,DIV002
GOAL00241,TL003,MBO,프로젝트 완수,프로젝트 목표 품질 기준 96% 달성,2024 Q1,2024-01-04,2024-04-03,71,부분 달성,,DIV002
GOAL00242,TL003,OKR,혁신 과제,신규 아이디어 제안 및 실행 2건,2024 Q2,2024-04-04,2024-07-03,75,부분 달성,,DIV002
GOAL00243,TL003,KPI,협업 강화,크로스 팀 협업 프로젝트 3건 이상 참여,2024 Q2,2024-04-04,2024-07-03,93,완료,93.0,DIV002
GOAL00244,TL003,OKR,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2024 Q2,2024-04-04,2024-07-03,78,부분 달성,,DIV002
GOAL00245,TL003,OKR,역량 개발,데이터 분석 역량 강화 교육 이수,2024 Q2,2024-04-04,2024-07-03,75,부분 달성,,DIV002
GOAL00246,TL003,MBO,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2024 Q3,2024-07-06,2024-10-04,97,완료,97.0,DIV002
GOAL00247,TL003,MBO,역량 개발,데이터 분석 역량 강화 교육 이수,2024 Q3,2024-07-06,2024-10-04,82,완료,82.0,DIV002
GOAL00248,TL003,OKR,혁신 과제,신규 아이디어 제안 및 실행 1건,2024 Q4,2024-10-01,2024-12-30,84,완료,84.0,DIV002
GOAL00249,TL003,MBO,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2024 Q4,2024-10-01,2024-12-30,96,완료,96.0,DIV002
GOAL00250,TL003,OKR,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2024 Q4,2024-10-01,2024-12-30,98,완료,98.0,DIV002
GOAL00251,TL003,KPI,혁신 과제,신규 아이디어 제안 및 실행 1건,2024 Q4,2024-10-01,2024-12-30,87,완료,87.0,DIV002
GOAL00252,TL004,KPI,프로젝트 완수,개선 프로젝트 일정 내 완수,2022 Q1,2022-01-03,2022-04-03,100,완료,100.0,DIV002
GOAL00253,TL004,OKR,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2022 Q1,2022-01-03,2022-04-03,83,완료,83.0,DIV002
GOAL00254,TL004,KPI,혁신 과제,신규 아이디어 제안 및 실행 3건,2022 Q1,2022-01-03,2022-04-03,72,부분 달성,,DIV002
GOAL00255,TL004,MBO,프로세스 개선,반복 업무 자동화로 시간 47% 절감,2022 Q1,2022-01-03,2022-04-03,74,부분 달성,,DIV002
GOAL00256,TL004,MBO,프로세스 개선,반복 업무 자동화로 시간 29% 절감,2022 Q2,2022-04-02,2022-07-01,84,완료,84.0,DIV002
GOAL00257,TL004,MBO,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2022 Q2,2022-04-02,2022-07-01,96,완료,96.0,DIV002
GOAL00258,TL004,OKR,혁신 과제,신규 아이디어 제안 및 실행 3건,2022 Q2,2022-04-02,2022-07-01,86,완료,86.0,DIV002
GOAL00259,TL004,OKR,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2022 Q2,2022-04-02,2022-07-01,87,완료,87.0,DIV002
GOAL00260,TL004,KPI,협업 강화,크로스 팀 협업 프로젝트 2건 이상 참여,2022 Q3,2022-07-07,2022-10-05,70,부분 달성,,DIV002
GOAL00261,TL004,OKR,프로세스 개선,반복 업무 자동화로 시간 37% 절감,2022 Q3,2022-07-07,2022-10-05,77,부분 달성,,DIV002
GOAL00262,TL004,MBO,프로젝트 완수,프로젝트 목표 품질 기준 97% 달성,2022 Q4,2022-10-02,2022-12-31,81,완료,81.0,DIV002
GOAL00263,TL004,MBO,업무 성과,핵심 업무 지표 목표치 105% 달성,2022 Q4,2022-10-02,2022-12-31,72,부분 달성,,DIV002
GOAL00264,TL004,OKR,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2022 Q4,2022-10-02,2022-12-31,92,완료,92.0,DIV002
GOAL00265,TL004,OKR,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2023 Q1,2023-01-02,2023-04-02,85,완료,85.0,DIV002
GOAL00266,TL004,MBO,프로세스 개선,반복 업무 자동화로 시간 50% 절감,2023 Q1,2023-01-02,2023-04-02,99,완료,99.0,DIV002
GOAL00267,TL004,MBO,협업 강화,크로스 팀 협업 프로젝트 2건 이상 참여,2023 Q1,2023-01-02,2023-04-02,74,부분 달성,,DIV002
GOAL00268,TL004,MBO,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2023 Q1,2023-01-02,2023-04-02,94,완료,94.0,DIV002
GOAL00269,TL004,KPI,혁신 과제,신규 아이디어 제안 및 실행 3건,2023 Q2,2023-04-01,2023-06-30,83,완료,83.0,DIV002
GOAL00270,TL004,MBO,업무 성과,생산성 23% 향상,2023 Q2,2023-04-01,2023-06-30,100,완료,100.0,DIV002
GOAL00271,TL004,KPI,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2023 Q3,2023-07-03,2023-10-01,78,부분 달성,,DIV002
GOAL00272,TL004,KPI,프로세스 개선,반복 업무 자동화로 시간 46% 절감,2023 Q3,2023-07-03,2023-10-01,89,완료,89.0,DIV002
GOAL00273,TL004,KPI,프로젝트 완수,프로젝트 목표 품질 기준 96% 달성,2023 Q4,2023-10-05,2024-01-03,81,완료,81.0,DIV002
GOAL00274,TL004,MBO,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2023 Q4,2023-10-05,2024-01-03,77,부분 달성,,DIV002
GOAL00275,TL004,OKR,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2023 Q4,2023-10-05,2024-01-03,82,완료,82.0,DIV002
GOAL00276,TL004,MBO,프로젝트 완수,프로젝트 목표 품질 기준 97% 달성,2023 Q4,2023-10-05,2024-01-03,92,완료,92.0,DIV002
GOAL00277,TL004,OKR,업무 성과,생산성 10% 향상,2024 Q1,2024-01-04,2024-04-03,71,부분 달성,,DIV002
GOAL00278,TL004,OKR,프로세스 개선,반복 업무 자동화로 시간 49% 절감,2024 Q1,2024-01-04,2024-04-03,78,부분 달성,,DIV002
GOAL00279,TL004,KPI,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2024 Q1,2024-01-04,2024-04-03,91,완료,91.0,DIV002
GOAL00280,TL004,MBO,프로세스 개선,반복 업무 자동화로 시간 22% 절감,2024 Q2,2024-04-07,2024-07-06,81,완료,81.0,DIV002
GOAL00281,TL004,OKR,프로젝트 완수,프로젝트 목표 품질 기준 98% 달성,2024 Q2,2024-04-07,2024-07-06,99,완료,99.0,DIV002
GOAL00282,TL004,KPI,협업 강화,크로스 팀 협업 프로젝트 3건 이상 참여,2024 Q2,2024-04-07,2024-07-06,82,완료,82.0,DIV002
GOAL00283,TL004,MBO,업무 성과,핵심 업무 지표 목표치 120% 달성,2024 Q3,2024-07-06,2024-10-04,92,완료,92.0,DIV002
GOAL00284,TL004,MBO,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2024 Q3,2024-07-06,2024-10-04,96,완료,96.0,DIV002
GOAL00285,TL004,MBO,업무 성과,핵심 업무 지표 목표치 95% 달성,2024 Q4,2024-10-02,2024-12-31,86,완료,86.0,DIV002
GOAL00286,TL004,KPI,역량 개발,리더십 역량 강화 교육 이수,2024 Q4,2024-10-02,2024-12-31,89,완료,89.0,DIV002
GOAL00287,TL004,OKR,혁신 과제,신규 아이디어 제안 및 실행 2건,2024 Q4,2024-10-02,2024-12-31,98,완료,98.0,DIV002
GOAL00288,TL005,OKR,역량 개발,AI/ML 역량 강화 교육 이수,2022 Q1,2022-01-05,2022-04-05,90,완료,90.0,DIV002
GOAL00289,TL005,OKR,협업 강화,크로스 팀 협업 프로젝트 2건 이상 참여,2022 Q1,2022-01-05,2022-04-05,75,부분 달성,,DIV002
GOAL00290,TL005,MBO,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2022 Q1,2022-01-05,2022-04-05,87,완료,87.0,DIV002
GOAL00291,TL005,MBO,프로세스 개선,반복 업무 자동화로 시간 46% 절감,2022 Q2,2022-04-05,2022-07-04,75,부분 달성,,DIV002
GOAL00292,TL005,OKR,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2022 Q2,2022-04-05,2022-07-04,81,완료,81.0,DIV002
GOAL00293,TL005,MBO,업무 성과,매출 27% 향상,2022 Q3,2022-07-03,2022-10-01,72,부분 달성,,DIV002
GOAL00294,TL005,OKR,프로세스 개선,반복 업무 자동화로 시간 22% 절감,2022 Q3,2022-07-03,2022-10-01,94,완료,94.0,DIV002
GOAL00295,TL005,MBO,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2022 Q3,2022-07-03,2022-10-01,89,완료,89.0,DIV002
GOAL00296,TL005,KPI,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2022 Q3,2022-07-03,2022-10-01,72,부분 달성,,DIV002
GOAL00297,TL005,KPI,협업 강화,크로스 팀 협업 프로젝트 3건 이상 참여,2022 Q4,2022-10-05,2023-01-03,90,완료,90.0,DIV002
GOAL00298,TL005,KPI,프로세스 개선,업무 프로세스 효율성 39% 개선,2022 Q4,2022-10-05,2023-01-03,72,부분 달성,,DIV002
GOAL00299,TL005,MBO,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2022 Q4,2022-10-05,2023-01-03,92,완료,92.0,DIV002
GOAL00300,TL005,KPI,업무 성과,핵심 업무 지표 목표치 116% 달성,2023 Q1,2023-01-03,2023-04-03,80,완료,80.0,DIV002
GOAL00301,TL005,MBO,업무 성과,핵심 업무 지표 목표치 113% 달성,2023 Q1,2023-01-03,2023-04-03,98,완료,98.0,DIV002
GOAL00302,TL005,OKR,업무 성과,핵심 업무 지표 목표치 96% 달성,2023 Q2,2023-04-03,2023-07-02,79,부분 달성,,DIV002
GOAL00303,TL005,MBO,프로젝트 완수,구축 프로젝트 일정 내 완수,2023 Q2,2023-04-03,2023-07-02,85,완료,85.0,DIV002
GOAL00304,TL005,OKR,협업 강화,크로스 팀 협업 프로젝트 5건 이상 참여,2023 Q2,2023-04-03,2023-07-02,80,완료,80.0,DIV002
GOAL00305,TL005,MBO,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2023 Q3,2023-07-07,2023-10-05,99,완료,99.0,DIV002
GOAL00306,TL005,OKR,협업 강화,크로스 팀 협업 프로젝트 2건 이상 참여,2023 Q3,2023-07-07,2023-10-05,82,완료,82.0,DIV002
GOAL00307,TL005,MBO,프로젝트 완수,구축 프로젝트 일정 내 완수,2023 Q3,2023-07-07,2023-10-05,73,부분 달성,,DIV002
GOAL00308,TL005,MBO,혁신 과제,신규 아이디어 제안 및 실행 2건,2023 Q3,2023-07-07,2023-10-05,84,완료,84.0,DIV002
GOAL00309,TL005,KPI,혁신 과제,신규 아이디어 제안 및 실행 2건,2023 Q4,2023-10-02,2023-12-31,70,부분 달성,,DIV002
GOAL00310,TL005,KPI,혁신 과제,신규 아이디어 제안 및 실행 1건,2023 Q4,2023-10-02,2023-12-31,96,완료,96.0,DIV002
GOAL00311,TL005,KPI,역량 개발,Python 역량 강화 교육 이수,2023 Q4,2023-10-02,2023-12-31,82,완료,82.0,DIV002
GOAL00312,TL005,KPI,업무 성과,매출 14% 향상,2024 Q1,2024-01-05,2024-04-04,78,부분 달성,,DIV002
GOAL00313,TL005,OKR,업무 성과,생산성 14% 향상,2024 Q1,2024-01-05,2024-04-04,74,부분 달성,,DIV002
GOAL00314,TL005,KPI,업무 성과,고객 만족도 17% 향상,2024 Q2,2024-04-07,2024-07-06,74,부분 달성,,DIV002
GOAL00315,TL005,OKR,협업 강화,크로스 팀 협업 프로젝트 2건 이상 참여,2024 Q2,2024-04-07,2024-07-06,89,완료,89.0,DIV002
GOAL00316,TL005,OKR,프로세스 개선,반복 업무 자동화로 시간 26% 절감,2024 Q2,2024-04-07,2024-07-06,90,완료,90.0,DIV002
GOAL00317,TL005,MBO,프로젝트 완수,구축 프로젝트 일정 내 완수,2024 Q2,2024-04-07,2024-07-06,88,완료,88.0,DIV002
GOAL00318,TL005,OKR,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2024 Q3,2024-07-04,2024-10-02,95,완료,95.0,DIV002
GOAL00319,TL005,KPI,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2024 Q3,2024-07-04,2024-10-02,84,완료,84.0,DIV002
GOAL00320,TL005,KPI,프로세스 개선,반복 업무 자동화로 시간 23% 절감,2024 Q3,2024-07-04,2024-10-02,93,완료,93.0,DIV002
GOAL00321,TL005,MBO,프로젝트 완수,프로젝트 목표 품질 기준 94% 달성,2024 Q4,2024-10-04,2025-01-02,100,완료,100.0,DIV002
GOAL00322,TL005,OKR,프로세스 개선,반복 업무 자동화로 시간 25% 절감,2024 Q4,2024-10-04,2025-01-02,89,완료,89.0,DIV002
GOAL00323,TL006,KPI,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2022 Q1,2022-01-03,2022-04-03,74,부분 달성,,DIV002
GOAL00324,TL006,KPI,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2022 Q1,2022-01-03,2022-04-03,82,완료,82.0,DIV002
GOAL00325,TL006,OKR,업무 성과,고객 만족도 22% 향상,2022 Q1,2022-01-03,2022-04-03,98,완료,98.0,DIV002
GOAL00326,TL006,OKR,업무 성과,핵심 업무 지표 목표치 93% 달성,2022 Q1,2022-01-03,2022-04-03,77,부분 달성,,DIV002
GOAL00327,TL006,OKR,프로젝트 완수,개발 프로젝트 일정 내 완수,2022 Q2,2022-04-01,2022-06-30,73,부분 달성,,DIV002
GOAL00328,TL006,OKR,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2022 Q2,2022-04-01,2022-06-30,97,완료,97.0,DIV002
GOAL00329,TL006,MBO,프로젝트 완수,구축 프로젝트 일정 내 완수,2022 Q2,2022-04-01,2022-06-30,98,완료,98.0,DIV002
GOAL00330,TL006,KPI,프로젝트 완수,개선 프로젝트 일정 내 완수,2022 Q3,2022-07-07,2022-10-05,95,완료,95.0,DIV002
GOAL00331,TL006,KPI,프로세스 개선,반복 업무 자동화로 시간 25% 절감,2022 Q3,2022-07-07,2022-10-05,73,부분 달성,,DIV002
GOAL00332,TL006,KPI,업무 성과,생산성 26% 향상,2022 Q4,2022-10-04,2023-01-02,76,부분 달성,,DIV002
GOAL00333,TL006,OKR,역량 개발,데이터 분석 역량 강화 교육 이수,2022 Q4,2022-10-04,2023-01-02,90,완료,90.0,DIV002
GOAL00334,TL006,KPI,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2022 Q4,2022-10-04,2023-01-02,90,완료,90.0,DIV002
GOAL00335,TL006,KPI,역량 개발,AI/ML 역량 강화 교육 이수,2023 Q1,2023-01-03,2023-04-03,99,완료,99.0,DIV002
