meeting_id,employee_id,manager_id,meeting_datetime,duration_minutes,discussion_topics,action_items,next_meeting_scheduled,employee_satisfaction_score,meeting_status
MTG000147,TL002,DIV001,2023-07-02 16:00:00,45,성과 목표 검토 및 조정 | 차기 평가 준비,역량 개발 계획 수립 | 다음 주까지 실행,2023-08-03,4.7,완료
MTG000148,TL002,DIV001,2023-08-10 16:30:00,45,업무 진행 상황 점검 | 성과 목표 검토 및 조정 | 차기 평가 준비,다음 분기까지 실행 | 피드백 반영,2023-09-14,3.7,완료
MTG000149,TL002,DIV001,2023-09-20 16:00:00,30,커리어 개발 논의 | 교육 및 개발 기회 논의,목표 수정,2023-10-23,3.9,완료
MTG000150,TL002,DIV001,2023-10-11 11:00:00,60,교육 및 개발 기회 논의 | 차기 평가 준비,다음 분기까지 완료 | 역량 개발 계획 수립,2023-11-09,3.9,완료
MTG000151,TL002,DIV001,2023-11-11 10:30:00,45,커리어 개발 논의 | 개인 역량 개발 계획,교육 신청,2023-12-13,4.7,완료
MTG000152,TL002,DIV001,2023-12-18 16:00:00,45,팀 협업 및 커뮤니케이션 | 업무 진행 상황 점검,프로젝트 배정 | 다음 주까지 검토,2024-01-19,3.8,완료
MTG000153,TL002,DIV001,2024-01-18 10:30:00,60,커리어 개발 논의 | 업무 관련 어려움 및 지원 사항,교육 신청 | 다음 주까지 실행,2024-02-17,4.4,완료
MTG000154,TL002,DIV001,2024-01-29 11:30:00,60,커리어 개발 논의 | 개인 역량 개발 계획 | 성과 목표 검토 및 조정,프로젝트 배정,2024-03-01,4.3,완료
MTG000155,TL002,DIV001,2024-03-24 16:00:00,60,개인 역량 개발 계획 | 최근 프로젝트 피드백 | 업무 만족도 및 고충 상담,역량 개발 계획 수립 | 다음 분기까지 실행,2024-04-27,4.8,완료
MTG000156,TL002,DIV001,2024-03-27 13:30:00,60,최근 프로젝트 피드백 | 교육 및 개발 기회 논의 | 개인 역량 개발 계획,교육 신청 | 이번 달 내 검토,2024-04-23,4.8,완료
MTG000157,TL002,DIV001,2024-05-12 12:00:00,60,개인 역량 개발 계획 | 팀 협업 및 커뮤니케이션,다음 분기까지 완료,2024-06-13,4.6,완료
MTG000158,TL002,DIV001,2024-06-14 10:00:00,30,커리어 개발 논의 | 팀 협업 및 커뮤니케이션,역량 개발 계획 수립,2024-07-19,4.7,완료
MTG000159,TL002,DIV001,2024-07-18 13:30:00,30,팀 협업 및 커뮤니케이션 | 성과 목표 검토 및 조정,프로젝트 배정 | 다음 주까지 완료,2024-08-21,3.6,완료
MTG000160,TL002,DIV001,2024-08-04 13:30:00,60,업무 만족도 및 고충 상담 | 교육 및 개발 기회 논의,피드백 반영 | 다음 주까지 검토,2024-09-04,4.4,완료
MTG000161,TL002,DIV001,2024-08-27 13:00:00,60,성과 목표 검토 및 조정 | 팀 협업 및 커뮤니케이션 | 교육 및 개발 기회 논의,역량 개발 계획 수립,2024-09-27,4.0,완료
MTG000162,TL002,DIV001,2024-09-23 12:30:00,60,개인 역량 개발 계획 | 업무 만족도 및 고충 상담 | 업무 진행 상황 점검,다음 주까지 실행,2024-10-18,3.8,완료
MTG000163,TL002,DIV001,2024-10-22 15:00:00,30,업무 관련 어려움 및 지원 사항 | 업무 진행 상황 점검 | 커리어 개발 논의,이번 달 내 실행,2024-11-18,4.8,완료
MTG000164,TL002,DIV001,2024-11-27 16:30:00,30,업무 진행 상황 점검 | 성과 목표 검토 및 조정,다음 분기까지 완료 | 교육 신청,2024-12-26,4.7,완료
MTG000165,TL002,DIV001,2024-12-22 13:00:00,30,커리어 개발 논의 | 개인 역량 개발 계획 | 업무 진행 상황 점검,다음 주까지 완료 | 역량 개발 계획 수립,2025-01-23,3.6,완료
MTG000166,TL002,DIV001,2025-01-29 11:30:00,45,차기 평가 준비 | 성과 목표 검토 및 조정 | 팀 협업 및 커뮤니케이션,역량 개발 계획 수립 | 다음 주까지 검토,2025-02-25,4.7,완료
MTG000167,TL002,DIV001,2025-03-14 11:30:00,30,개인 역량 개발 계획 | 최근 프로젝트 피드백 | 커리어 개발 논의,교육 신청,2025-04-09,4.5,완료
MTG000168,TL002,DIV001,2025-04-18 10:30:00,60,팀 협업 및 커뮤니케이션 | 업무 진행 상황 점검,교육 신청 | 이번 달 내 실행,2025-05-17,4.5,완료
MTG000169,TL002,DIV001,2025-05-11 15:00:00,45,업무 진행 상황 점검 | 업무 만족도 및 고충 상담 | 업무 관련 어려움 및 지원 사항,다음 분기까지 검토,2025-06-06,4.9,완료
MTG000170,TL002,DIV001,2025-05-27 14:00:00,45,업무 관련 어려움 및 지원 사항 | 최근 프로젝트 피드백 | 성과 목표 검토 및 조정,목표 수정,2025-06-25,4.7,완료
MTG000171,TL002,DIV001,2025-06-23 14:00:00,30,최근 프로젝트 피드백 | 차기 평가 준비 | 업무 관련 어려움 및 지원 사항,이번 달 내 검토,2025-07-25,3.8,완료
MTG000172,TL002,DIV001,2025-07-30 11:00:00,45,업무 관련 어려움 및 지원 사항 | 교육 및 개발 기회 논의,프로젝트 배정 | 다음 분기까지 실행,2025-09-01,4.1,완료
MTG000173,TL002,DIV001,2025-08-18 11:00:00,60,커리어 개발 논의 | 교육 및 개발 기회 논의,피드백 반영,2025-09-16,4.3,완료
MTG000174,TL002,DIV001,2025-09-25 11:30:00,30,최근 프로젝트 피드백 | 업무 만족도 및 고충 상담,프로젝트 배정 | 다음 분기까지 완료,2025-10-28,4.3,완료
MTG000175,TL002,DIV001,2025-10-25 12:00:00,45,팀 협업 및 커뮤니케이션 | 최근 프로젝트 피드백 | 개인 역량 개발 계획,다음 분기까지 실행 | 프로젝트 배정,2025-11-29,4.2,완료
MTG000176,TL003,DIV002,2023-01-29 10:00:00,30,팀 협업 및 커뮤니케이션 | 업무 관련 어려움 및 지원 사항,피드백 반영,2023-03-01,4.5,완료
MTG000177,TL003,DIV002,2023-02-16 12:30:00,45,업무 진행 상황 점검 | 교육 및 개발 기회 논의 | 팀 협업 및 커뮤니케이션,다음 주까지 완료,2023-03-19,4.4,완료
MTG000178,TL003,DIV002,2023-03-30 13:30:00,60,교육 및 개발 기회 논의 | 업무 진행 상황 점검,역량 개발 계획 수립,2023-05-02,4.6,완료
MTG000179,TL003,DIV002,2023-04-12 14:30:00,60,교육 및 개발 기회 논의 | 업무 만족도 및 고충 상담,교육 신청,2023-05-08,4.2,완료
MTG000180,TL003,DIV002,2023-05-18 14:00:00,45,차기 평가 준비 | 업무 만족도 및 고충 상담 | 성과 목표 검토 및 조정,역량 개발 계획 수립,2023-06-13,4.9,완료
MTG000181,TL003,DIV002,2023-06-20 12:30:00,60,팀 협업 및 커뮤니케이션 | 업무 관련 어려움 및 지원 사항,역량 개발 계획 수립,2023-07-19,5.0,완료
MTG000182,TL003,DIV002,2023-07-02 15:30:00,30,커리어 개발 논의 | 교육 및 개발 기회 논의,역량 개발 계획 수립,2023-08-06,4.9,완료
MTG000183,TL003,DIV002,2023-08-27 10:30:00,60,개인 역량 개발 계획 | 교육 및 개발 기회 논의 | 업무 관련 어려움 및 지원 사항,피드백 반영 | 다음 분기까지 검토,2023-09-21,4.3,완료
MTG000184,TL003,DIV002,2023-09-14 15:00:00,60,커리어 개발 논의 | 성과 목표 검토 및 조정 | 차기 평가 준비,다음 주까지 검토,2023-10-11,4.2,완료
MTG000185,TL003,DIV002,2023-10-04 12:00:00,30,차기 평가 준비 | 개인 역량 개발 계획,다음 주까지 검토,2023-11-01,4.3,완료
MTG000186,TL003,DIV002,2023-11-13 10:00:00,30,교육 및 개발 기회 논의 | 팀 협업 및 커뮤니케이션,다음 분기까지 완료,2023-12-17,4.7,완료
MTG000187,TL003,DIV002,2023-12-21 14:30:00,45,팀 협업 및 커뮤니케이션 | 최근 프로젝트 피드백,다음 주까지 검토,2024-01-20,3.8,완료
MTG000188,TL003,DIV002,2024-01-07 11:00:00,45,커리어 개발 논의 | 성과 목표 검토 및 조정 | 최근 프로젝트 피드백,다음 주까지 완료 | 목표 수정,2024-02-01,4.7,완료
MTG000189,TL003,DIV002,2024-02-12 13:30:00,45,업무 관련 어려움 및 지원 사항 | 교육 및 개발 기회 논의 | 성과 목표 검토 및 조정,이번 달 내 실행 | 교육 신청,2024-03-14,3.6,완료
MTG000190,TL003,DIV002,2024-02-26 11:00:00,45,차기 평가 준비 | 커리어 개발 논의 | 교육 및 개발 기회 논의,다음 분기까지 완료,2024-03-27,4.4,완료
MTG000191,TL003,DIV002,2024-04-08 10:30:00,30,차기 평가 준비 | 개인 역량 개발 계획 | 업무 관련 어려움 및 지원 사항,프로젝트 배정,2024-05-09,3.9,완료
MTG000192,TL003,DIV002,2024-05-18 10:30:00,60,개인 역량 개발 계획 | 업무 진행 상황 점검 | 커리어 개발 논의,프로젝트 배정,2024-06-22,4.0,완료
MTG000193,TL003,DIV002,2024-06-17 14:30:00,60,업무 진행 상황 점검 | 업무 만족도 및 고충 상담 | 차기 평가 준비,다음 주까지 검토,2024-07-19,4.0,완료
MTG000194,TL003,DIV002,2024-07-06 16:00:00,60,커리어 개발 논의 | 개인 역량 개발 계획,다음 분기까지 실행,2024-08-09,3.9,완료
MTG000195,TL003,DIV002,2024-07-28 15:00:00,60,최근 프로젝트 피드백 | 팀 협업 및 커뮤니케이션 | 업무 관련 어려움 및 지원 사항,이번 달 내 검토,2024-08-31,4.7,완료
MTG000196,TL003,DIV002,2024-09-16 16:00:00,30,팀 협업 및 커뮤니케이션 | 개인 역량 개발 계획 | 차기 평가 준비,교육 신청 | 이번 달 내 검토,2024-10-20,3.5,완료
MTG000197,TL003,DIV002,2024-10-08 12:00:00,60,최근 프로젝트 피드백 | 업무 진행 상황 점검 | 커리어 개발 논의,피드백 반영,2024-11-04,4.5,완료
MTG000198,TL003,DIV002,2024-11-13 12:00:00,45,차기 평가 준비 | 업무 만족도 및 고충 상담 | 업무 관련 어려움 및 지원 사항,역량 개발 계획 수립 | 다음 주까지 완료,2024-12-11,4.0,완료
MTG000199,TL003,DIV002,2024-12-05 14:30:00,45,개인 역량 개발 계획 | 팀 협업 및 커뮤니케이션 | 업무 만족도 및 고충 상담,피드백 반영,2025-01-01,4.1,완료
MTG000200,TL003,DIV002,2025-01-14 12:00:00,45,성과 목표 검토 및 조정 | 업무 만족도 및 고충 상담 | 교육 및 개발 기회 논의,피드백 반영,2025-02-16,3.6,완료
MTG000201,TL003,DIV002,2025-02-03 10:00:00,30,커리어 개발 논의 | 팀 협업 및 커뮤니케이션,프로젝트 배정,2025-03-09,4.6,완료
MTG000202,TL003,DIV002,2025-02-23 13:00:00,30,업무 관련 어려움 및 지원 사항 | 성과 목표 검토 및 조정 | 커리어 개발 논의,다음 주까지 실행 | 피드백 반영,2025-03-21,4.4,완료
MTG000203,TL003,DIV002,2025-04-06 16:00:00,60,업무 관련 어려움 및 지원 사항 | 커리어 개발 논의 | 업무 진행 상황 점검,다음 분기까지 완료 | 프로젝트 배정,2025-05-11,3.8,완료
MTG000204,TL003,DIV002,2025-04-24 13:00:00,60,교육 및 개발 기회 논의 | 최근 프로젝트 피드백,교육 신청 | 다음 분기까지 실행,2025-05-28,3.7,완료
MTG000205,TL003,DIV002,2025-05-24 16:30:00,45,성과 목표 검토 및 조정 | 커리어 개발 논의 | 개인 역량 개발 계획,다음 분기까지 완료,2025-06-25,3.6,완료
MTG000206,TL003,DIV002,2025-06-23 13:00:00,45,개인 역량 개발 계획 | 성과 목표 검토 및 조정 | 차기 평가 준비,이번 달 내 검토,2025-07-19,4.7,완료
MTG000207,TL003,DIV002,2025-08-07 11:30:00,30,업무 관련 어려움 및 지원 사항 | 최근 프로젝트 피드백 | 차기 평가 준비,다음 주까지 완료 | 역량 개발 계획 수립,2025-09-01,3.5,완료
MTG000208,TL003,DIV002,2025-09-08 15:00:00,30,업무 진행 상황 점검 | 성과 목표 검토 및 조정,역량 개발 계획 수립,2025-10-13,4.9,완료
MTG000209,TL003,DIV002,2025-09-21 16:00:00,60,차기 평가 준비 | 성과 목표 검토 및 조정 | 최근 프로젝트 피드백,교육 신청 | 다음 분기까지 완료,2025-10-20,4.5,완료
MTG000210,TL004,DIV002,2023-01-12 13:30:00,30,팀 협업 및 커뮤니케이션 | 커리어 개발 논의 | 업무 관련 어려움 및 지원 사항,다음 분기까지 실행,2023-02-11,3.9,완료
MTG000211,TL004,DIV002,2023-02-24 11:00:00,45,개인 역량 개발 계획 | 팀 협업 및 커뮤니케이션,역량 개발 계획 수립 | 다음 분기까지 실행,2023-03-25,4.9,완료
MTG000212,TL004,DIV002,2023-03-07 14:30:00,45,팀 협업 및 커뮤니케이션 | 업무 진행 상황 점검,다음 분기까지 실행 | 프로젝트 배정,2023-04-10,4.3,완료
MTG000213,TL004,DIV002,2023-04-15 15:30:00,60,커리어 개발 논의 | 개인 역량 개발 계획,피드백 반영,2023-05-10,3.8,완료
MTG000214,TL004,DIV002,2023-05-11 15:30:00,60,교육 및 개발 기회 논의 | 업무 진행 상황 점검 | 커리어 개발 논의,프로젝트 배정 | 이번 달 내 완료,2023-06-10,4.7,완료
MTG000215,TL004,DIV002,2023-06-09 13:00:00,30,업무 관련 어려움 및 지원 사항 | 커리어 개발 논의,역량 개발 계획 수립 | 다음 주까지 검토,2023-07-14,4.3,완료
MTG000216,TL004,DIV002,2023-07-01 10:00:00,60,업무 진행 상황 점검 | 업무 관련 어려움 및 지원 사항 | 차기 평가 준비,다음 분기까지 완료,2023-07-27,3.5,완료
MTG000217,TL004,DIV002,2023-08-10 14:00:00,60,업무 진행 상황 점검 | 성과 목표 검토 및 조정 | 최근 프로젝트 피드백,다음 분기까지 완료 | 피드백 반영,2023-09-12,3.9,완료
MTG000218,TL004,DIV002,2023-09-20 11:00:00,30,업무 관련 어려움 및 지원 사항 | 업무 진행 상황 점검,다음 분기까지 완료,2023-10-19,4.3,완료
MTG000219,TL004,DIV002,2023-10-23 12:30:00,60,차기 평가 준비 | 개인 역량 개발 계획 | 최근 프로젝트 피드백,다음 분기까지 실행,2023-11-23,3.7,완료
MTG000220,TL004,DIV002,2023-11-22 11:00:00,30,업무 진행 상황 점검 | 팀 협업 및 커뮤니케이션 | 업무 관련 어려움 및 지원 사항,이번 달 내 실행 | 프로젝트 배정,2023-12-26,3.9,완료
MTG000221,TL004,DIV002,2023-12-15 13:30:00,45,성과 목표 검토 및 조정 | 업무 관련 어려움 및 지원 사항 | 팀 협업 및 커뮤니케이션,다음 분기까지 완료 | 교육 신청,2024-01-13,4.6,완료
MTG000222,TL004,DIV002,2023-12-27 10:30:00,45,교육 및 개발 기회 논의 | 팀 협업 및 커뮤니케이션 | 업무 관련 어려움 및 지원 사항,피드백 반영,2024-01-25,4.5,완료
MTG000223,TL004,DIV002,2024-01-28 16:00:00,60,교육 및 개발 기회 논의 | 최근 프로젝트 피드백,역량 개발 계획 수립,2024-02-26,4.2,완료
MTG000224,TL004,DIV002,2024-03-06 13:00:00,60,커리어 개발 논의 | 차기 평가 준비 | 최근 프로젝트 피드백,다음 분기까지 실행 | 프로젝트 배정,2024-04-09,4.7,완료
MTG000225,TL004,DIV002,2024-03-30 12:30:00,45,커리어 개발 논의 | 개인 역량 개발 계획 | 팀 협업 및 커뮤니케이션,피드백 반영,2024-04-29,4.3,완료
MTG000226,TL004,DIV002,2024-05-23 14:30:00,60,업무 진행 상황 점검 | 차기 평가 준비,이번 달 내 검토 | 프로젝트 배정,2024-06-21,4.8,완료
MTG000227,TL004,DIV002,2024-06-18 10:00:00,30,업무 만족도 및 고충 상담 | 업무 진행 상황 점검,이번 달 내 완료 | 피드백 반영,2024-07-14,4.4,완료
MTG000228,TL004,DIV002,2024-07-03 12:30:00,30,개인 역량 개발 계획 | 성과 목표 검토 및 조정,다음 주까지 완료 | 프로젝트 배정,2024-08-02,4.3,완료
MTG000229,TL004,DIV002,2024-08-16 13:00:00,45,성과 목표 검토 및 조정 | 커리어 개발 논의,이번 달 내 실행,2024-09-10,4.5,완료
MTG000230,TL004,DIV002,2024-09-05 16:00:00,45,차기 평가 준비 | 최근 프로젝트 피드백 | 업무 진행 상황 점검,이번 달 내 완료 | 피드백 반영,2024-10-01,4.2,완료
MTG000231,TL004,DIV002,2024-10-11 13:30:00,45,업무 만족도 및 고충 상담 | 업무 관련 어려움 및 지원 사항 | 커리어 개발 논의,이번 달 내 검토,2024-11-07,4.4,완료
MTG000232,TL004,DIV002,2024-11-10 15:00:00,30,팀 협업 및 커뮤니케이션 | 업무 만족도 및 고충 상담,역량 개발 계획 수립,2024-12-15,4.3,완료
MTG000233,TL004,DIV002,2024-12-14 16:30:00,30,커리어 개발 논의 | 업무 관련 어려움 및 지원 사항,프로젝트 배정,2025-01-13,3.9,완료
MTG000234,TL004,DIV002,2025-01-16 15:30:00,45,업무 관련 어려움 및 지원 사항 | 교육 및 개발 기회 논의 | 업무 만족도 및 고충 상담,역량 개발 계획 수립 | 이번 달 내 완료,2025-02-10,4.6,완료
MTG000235,TL004,DIV002,2025-02-17 16:30:00,45,최근 프로젝트 피드백 | 커리어 개발 논의,다음 주까지 검토,2025-03-16,4.0,완료
MTG000236,TL004,DIV002,2025-03-04 10:00:00,60,개인 역량 개발 계획 | 업무 만족도 및 고충 상담,이번 달 내 검토 | 교육 신청,2025-04-01,4.2,완료
MTG000237,TL004,DIV002,2025-04-15 13:30:00,45,교육 및 개발 기회 논의 | 차기 평가 준비 | 업무 만족도 및 고충 상담,피드백 반영 | 이번 달 내 실행,2025-05-11,4.0,완료
MTG000238,TL004,DIV002,2025-05-17 15:00:00,30,업무 진행 상황 점검 | 성과 목표 검토 및 조정 | 최근 프로젝트 피드백,피드백 반영 | 다음 분기까지 검토,2025-06-15,4.3,완료
MTG000239,TL004,DIV002,2025-05-28 10:00:00,60,업무 관련 어려움 및 지원 사항 | 차기 평가 준비 | 성과 목표 검토 및 조정,다음 주까지 실행,2025-06-25,4.0,완료
MTG000240,TL004,DIV002,2025-06-22 12:00:00,60,교육 및 개발 기회 논의 | 팀 협업 및 커뮤니케이션 | 업무 진행 상황 점검,이번 달 내 완료 | 피드백 반영,2025-07-17,4.0,완료
MTG000241,TL004,DIV002,2025-07-28 14:30:00,45,커리어 개발 논의 | 개인 역량 개발 계획 | 업무 만족도 및 고충 상담,이번 달 내 완료 | 피드백 반영,2025-08-30,4.8,완료
MTG000242,TL004,DIV002,2025-09-02 14:30:00,45,커리어 개발 논의 | 성과 목표 검토 및 조정,이번 달 내 실행 | 교육 신청,2025-10-07,3.9,완료
MTG000243,TL004,DIV002,2025-09-28 12:00:00,60,업무 관련 어려움 및 지원 사항 | 최근 프로젝트 피드백,다음 분기까지 실행,2025-10-30,4.2,완료
MTG000244,TL004,DIV002,2025-10-19 13:00:00,45,팀 협업 및 커뮤니케이션 | 최근 프로젝트 피드백,목표 수정 | 다음 분기까지 실행,2025-11-13,4.7,완료
MTG000245,TL005,DIV002,2023-01-27 16:30:00,30,업무 만족도 및 고충 상담 | 교육 및 개발 기회 논의 | 업무 관련 어려움 및 지원 사항,교육 신청,2023-03-02,4.9,완료
MTG000246,TL005,DIV002,2023-02-01 16:30:00,60,차기 평가 준비 | 업무 만족도 및 고충 상담,프로젝트 배정,2023-02-27,3.6,완료
MTG000247,TL005,DIV002,2023-03-19 14:00:00,60,팀 협업 및 커뮤니케이션 | 업무 관련 어려움 및 지원 사항,이번 달 내 검토 | 교육 신청,2023-04-14,4.2,완료
MTG000248,TL005,DIV002,2023-04-25 15:00:00,45,성과 목표 검토 및 조정 | 커리어 개발 논의 | 업무 관련 어려움 및 지원 사항,다음 주까지 실행 | 역량 개발 계획 수립,2023-05-23,4.9,완료
MTG000249,TL005,DIV002,2023-05-07 10:00:00,45,팀 협업 및 커뮤니케이션 | 커리어 개발 논의,이번 달 내 검토,2023-06-05,4.2,완료
